Age,BusinessTravel,Department,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,RelationshipSatisfaction,StandardHours,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,current_level,availability_projects,primary_skill,secondary_skill,primary_skill_proficiency,secondary_skill_proficiency
52,Travel_Rarely,Sales,1,Marketing,1038,1,Female,1,5,Manager,4,19845,1,No,3,4,80,33,3,3,32,14,2,1,People Management,Project Planning,7,6
44,Travel_Rarely,Sales,3,Medical,1039,4,Female,4,4,Sales Executive,4,13320,3,Yes,3,3,80,23,2,3,12,11,2,1,Sales Strategy,CRM Tools,7,6
50,Non-Travel,Sales,3,Life Sciences,1040,4,Female,3,2,Sales Executive,3,6347,0,No,3,1,80,19,3,3,18,7,1,4,Sales Strategy,CRM Tools,6,5
36,Travel_Rarely,Research & Development,4,Life Sciences,1042,3,Female,4,1,Laboratory Technician,1,2743,1,No,3,3,80,18,1,3,17,13,2,3,Laboratory Operations,Quality Control,7,6
39,Travel_Frequently,Research & Development,3,Medical,1043,4,Female,3,3,Manufacturing Director,1,10880,1,Yes,3,3,80,21,2,3,21,6,2,1,Operations Management,Process Optimization,7,6
33,Non-Travel,Sales,1,Life Sciences,1044,2,Female,2,1,Sales Representative,4,2342,0,No,3,4,80,3,2,2,2,2,0,1,Client Acquisition,Negotiation,2,1
45,Travel_Rarely,Sales,2,Life Sciences,1045,4,Female,3,4,Manager,4,17650,3,No,3,2,80,26,4,4,9,3,2,1,People Management,Project Planning,6,5
32,Non-Travel,Research & Development,4,Medical,1046,4,Female,3,1,Laboratory Technician,3,4025,9,No,3,2,80,10,2,3,8,7,2,3,Laboratory Operations,Quality Control,7,6
34,Travel_Rarely,Sales,4,Marketing,1047,2,Male,4,2,Sales Executive,4,9725,0,No,3,4,80,16,2,2,15,1,1,3,Sales Strategy,CRM Tools,5,4
59,Travel_Rarely,Sales,2,Technical Degree,1048,2,Male,3,3,Manager,4,11904,3,Yes,3,3,80,14,1,1,6,4,2,1,People Management,Project Planning,6,5
45,Travel_Rarely,Human Resources,4,Medical,1049,2,Male,3,1,Human Resources,2,2177,1,No,3,1,80,6,3,3,6,3,1,2,Talent Management,Employee Engagement,4,3
53,Travel_Frequently,Sales,3,Marketing,1050,3,Female,2,3,Sales Executive,2,7525,2,No,3,1,80,30,2,3,15,7,2,3,Sales Strategy,CRM Tools,7,6
36,Travel_Rarely,Research & Development,3,Other,1052,1,Male,3,2,Laboratory Technician,3,4834,7,No,3,2,80,9,3,2,1,0,1,3,Laboratory Operations,Quality Control,4,3
26,Travel_Frequently,Research & Development,3,Life Sciences,1053,1,Male,3,1,Research Scientist,1,2042,6,Yes,3,2,80,6,2,3,3,2,1,2,Data Analysis,Python,4,3
34,Travel_Rarely,Sales,4,Life Sciences,1055,3,Female,3,1,Sales Representative,3,2220,1,Yes,3,4,80,1,2,3,1,1,0,1,Client Acquisition,Negotiation,2,1
28,Travel_Rarely,Sales,1,Medical,1056,4,Male,3,1,Sales Representative,2,1052,1,No,4,2,80,1,5,3,1,0,0,2,Client Acquisition,Negotiation,3,2
38,Travel_Frequently,Research & Development,4,Other,1060,3,Male,3,1,Research Scientist,3,2821,3,No,3,1,80,8,2,3,2,2,1,3,Data Analysis,Python,4,3
50,Travel_Rarely,Research & Development,4,Medical,1061,2,Male,3,5,Research Director,3,19237,2,Yes,3,4,80,29,2,2,8,1,2,1,Research Leadership,Strategic Planning,6,5
37,Travel_Rarely,Research & Development,3,Other,1062,4,Female,3,2,Healthcare Representative,2,4107,3,No,3,1,80,8,3,2,4,3,1,2,Medical Sales,Product Knowledge,4,3
40,Travel_Rarely,Sales,3,Marketing,1066,3,Male,3,2,Sales Executive,1,8396,1,No,3,2,80,8,3,2,7,7,1,3,Sales Strategy,CRM Tools,5,4
26,Travel_Frequently,Research & Development,1,Medical,1068,1,Female,2,1,Research Scientist,3,2007,1,No,3,3,80,5,5,3,5,3,1,3,Data Analysis,Python,4,3
46,Travel_Rarely,Research & Development,4,Medical,1069,4,Male,3,5,Research Director,4,19627,9,No,3,4,80,23,0,3,2,2,2,1,Research Leadership,Strategic Planning,6,5
54,Travel_Rarely,Sales,4,Life Sciences,1070,3,Female,2,3,Sales Executive,3,10686,6,No,3,2,80,13,4,3,9,4,2,2,Sales Strategy,CRM Tools,6,5
56,Travel_Frequently,Research & Development,3,Medical,1071,1,Female,3,1,Research Scientist,3,2942,2,No,3,2,80,18,4,3,5,4,2,3,Data Analysis,Python,6,5
36,Travel_Rarely,Research & Development,5,Medical,1073,4,Female,2,3,Manufacturing Director,4,8858,0,No,3,2,80,15,2,2,14,8,2,2,Operations Management,Process Optimization,7,6
55,Non-Travel,Research & Development,1,Medical,1074,3,Male,2,4,Manager,1,16756,7,No,3,2,80,31,3,4,9,7,2,1,People Management,Project Planning,7,6
43,Travel_Rarely,Sales,3,Medical,1076,3,Male,2,3,Sales Executive,4,10798,5,No,3,3,80,18,5,3,1,0,2,2,Sales Strategy,CRM Tools,6,5
20,Travel_Frequently,Sales,3,Marketing,1077,4,Female,3,1,Sales Representative,4,2323,1,Yes,3,2,80,2,3,3,2,2,0,1,Client Acquisition,Negotiation,2,1
21,Travel_Rarely,Research & Development,3,Life Sciences,1079,3,Female,2,1,Laboratory Technician,1,1416,1,No,3,1,80,1,6,2,1,0,0,1,Laboratory Operations,Quality Control,2,1
46,Travel_Rarely,Research & Development,4,Life Sciences,1080,4,Female,2,2,Research Scientist,1,4615,8,Yes,4,1,80,19,2,3,16,13,1,4,Data Analysis,Python,7,6
51,Travel_Rarely,Research & Development,4,Life Sciences,1081,1,Male,3,1,Research Scientist,3,2461,9,Yes,3,3,80,18,2,4,10,0,2,2,Data Analysis,Python,6,5
28,Non-Travel,Research & Development,2,Technical Degree,1082,2,Male,2,3,Healthcare Representative,1,8722,1,No,3,1,80,10,2,2,10,7,2,3,Medical Sales,Product Knowledge,7,6
26,Travel_Rarely,Research & Development,2,Medical,1083,1,Male,2,1,Laboratory Technician,1,3955,1,No,3,1,80,6,2,3,5,3,1,2,Laboratory Operations,Quality Control,4,3
30,Travel_Rarely,Research & Development,3,Other,1084,3,Male,3,2,Manufacturing Director,1,9957,0,No,3,3,80,7,1,2,6,2,1,1,Operations Management,Process Optimization,4,3
41,Travel_Rarely,Research & Development,2,Technical Degree,1085,2,Female,4,1,Research Scientist,3,3376,1,No,3,3,80,10,3,3,10,6,2,4,Data Analysis,Python,7,6
38,Travel_Rarely,Research & Development,1,Life Sciences,1088,3,Female,2,3,Healthcare Representative,3,8823,0,No,3,1,80,20,4,2,19,9,2,3,Medical Sales,Product Knowledge,7,6
40,Travel_Rarely,Research & Development,4,Technical Degree,1092,1,Male,3,3,Healthcare Representative,4,10322,4,No,4,4,80,14,6,3,11,10,2,4,Medical Sales,Product Knowledge,8,7
27,Non-Travel,Research & Development,5,Life Sciences,1094,1,Male,1,1,Laboratory Technician,3,4621,1,No,3,4,80,3,4,3,3,2,0,1,Laboratory Operations,Quality Control,2,1
55,Travel_Frequently,Research & Development,1,Life Sciences,1096,4,Male,3,3,Manufacturing Director,2,10976,3,No,3,2,80,23,4,3,3,2,2,1,Operations Management,Process Optimization,6,5
28,Travel_Rarely,Research & Development,3,Other,1097,3,Female,3,2,Research Scientist,3,3660,3,No,3,4,80,10,4,4,8,7,1,4,Data Analysis,Python,6,5
44,Travel_Rarely,Human Resources,2,Medical,1098,2,Male,2,3,Human Resources,1,10482,9,No,3,4,80,24,1,3,20,6,2,3,Talent Management,Employee Engagement,7,6
33,Travel_Rarely,Research & Development,3,Life Sciences,1099,4,Male,2,3,Healthcare Representative,4,7119,4,No,3,3,80,9,2,3,3,2,1,3,Medical Sales,Product Knowledge,4,3
35,Travel_Rarely,Sales,3,Technical Degree,1100,4,Male,3,3,Sales Executive,1,9582,0,Yes,4,1,80,9,2,3,8,7,1,4,Sales Strategy,CRM Tools,6,5
33,Travel_Frequently,Research & Development,4,Medical,1101,1,Female,2,2,Research Scientist,3,4508,1,No,4,2,80,14,4,3,13,7,1,4,Data Analysis,Python,7,6
28,Travel_Rarely,Research & Development,2,Life Sciences,1102,1,Male,3,1,Laboratory Technician,3,2207,1,No,3,4,80,4,5,2,4,2,1,2,Laboratory Operations,Quality Control,3,2
34,Travel_Frequently,Research & Development,1,Life Sciences,1103,1,Male,3,2,Healthcare Representative,4,7756,0,No,3,3,80,7,1,2,6,2,1,2,Medical Sales,Product Knowledge,4,3
37,Travel_Rarely,Sales,4,Life Sciences,1105,4,Female,2,2,Sales Executive,4,6694,2,Yes,3,3,80,8,5,3,1,0,1,1,Sales Strategy,CRM Tools,4,3
25,Travel_Rarely,Research & Development,1,Technical Degree,1106,4,Male,3,1,Laboratory Technician,4,3691,1,Yes,3,2,80,7,3,4,7,7,1,2,Laboratory Operations,Quality Control,5,4
26,Travel_Rarely,Research & Development,3,Medical,1107,1,Male,3,1,Laboratory Technician,3,2377,1,No,4,3,80,1,0,2,1,1,0,2,Laboratory Operations,Quality Control,3,2
33,Travel_Rarely,Research & Development,3,Medical,1108,1,Male,2,1,Research Scientist,2,2313,4,Yes,4,2,80,5,0,3,2,2,1,3,Data Analysis,Python,5,4
42,Travel_Rarely,Research & Development,2,Medical,1109,4,Male,3,4,Manager,1,17665,0,No,3,4,80,23,3,3,22,6,2,1,People Management,Project Planning,7,6
28,Travel_Frequently,Research & Development,3,Medical,1111,1,Male,2,1,Laboratory Technician,2,2596,1,No,3,1,80,1,2,3,1,0,0,1,Laboratory Operations,Quality Control,2,1
50,Travel_Frequently,Sales,4,Other,1113,4,Male,3,2,Sales Executive,3,4728,3,Yes,3,4,80,5,4,3,0,0,1,1,Sales Strategy,CRM Tools,4,3
33,Travel_Frequently,Sales,3,Life Sciences,1114,4,Female,3,2,Sales Executive,2,4302,0,No,3,3,80,4,3,3,3,2,1,2,Sales Strategy,CRM Tools,3,2
34,Non-Travel,Research & Development,4,Life Sciences,1115,3,Male,2,1,Research Scientist,4,2979,3,No,3,4,80,6,2,3,0,0,1,3,Data Analysis,Python,4,3
48,Non-Travel,Research & Development,4,Medical,1116,1,Male,4,4,Manager,4,16885,2,No,4,3,80,27,3,2,5,4,2,1,People Management,Project Planning,7,6
45,Non-Travel,Sales,4,Life Sciences,1117,2,Female,2,2,Sales Executive,3,5593,1,No,3,4,80,15,2,3,15,10,1,4,Sales Strategy,CRM Tools,6,5
52,Travel_Rarely,Research & Development,4,Life Sciences,1118,2,Male,3,3,Healthcare Representative,2,10445,7,No,3,4,80,18,4,3,8,6,2,3,Medical Sales,Product Knowledge,7,6
38,Travel_Rarely,Sales,4,Marketing,1119,3,Male,2,3,Sales Executive,3,8740,0,Yes,3,2,80,9,2,3,8,7,1,3,Sales Strategy,CRM Tools,5,4
29,Travel_Rarely,Research & Development,4,Life Sciences,1120,3,Female,3,1,Research Scientist,4,2514,4,No,4,1,80,11,1,3,7,5,2,4,Data Analysis,Python,8,7
28,Travel_Rarely,Research & Development,3,Medical,1121,4,Female,3,3,Manufacturing Director,2,7655,0,No,3,2,80,10,3,2,9,7,2,2,Operations Management,Process Optimization,7,6
46,Travel_Rarely,Sales,1,Marketing,1124,1,Male,3,4,Manager,3,17465,3,No,3,4,80,23,3,3,12,9,2,1,People Management,Project Planning,7,6
38,Travel_Rarely,Sales,2,Marketing,1125,4,Male,3,3,Sales Executive,2,7351,7,No,3,3,80,10,2,3,1,0,2,2,Sales Strategy,CRM Tools,6,5
43,Travel_Frequently,Research & Development,3,Life Sciences,1126,3,Female,3,3,Manufacturing Director,1,10820,8,No,3,3,80,18,1,3,8,7,2,2,Operations Management,Process Optimization,7,6
39,Travel_Frequently,Research & Development,3,Life Sciences,1127,1,Male,3,4,Healthcare Representative,4,12169,7,No,3,4,80,21,4,3,18,7,2,2,Medical Sales,Product Knowledge,7,6
40,Travel_Rarely,Research & Development,3,Medical,1128,3,Male,2,5,Research Director,3,19626,1,No,3,1,80,21,2,4,20,7,2,2,Research Leadership,Strategic Planning,7,6
21,Travel_Rarely,Research & Development,1,Technical Degree,1131,4,Female,2,1,Research Scientist,2,2070,1,Yes,3,3,80,2,6,4,2,2,0,1,Data Analysis,Python,2,1
39,Non-Travel,Research & Development,3,Life Sciences,1132,3,Male,3,2,Laboratory Technician,2,6782,9,No,3,3,80,9,2,2,5,4,1,3,Laboratory Operations,Quality Control,4,3
36,Non-Travel,Research & Development,4,Life Sciences,1133,1,Male,3,2,Manufacturing Director,4,7779,2,No,4,1,80,18,0,3,11,9,1,4,Operations Management,Process Optimization,7,6
31,Travel_Frequently,Sales,3,Life Sciences,1135,3,Male,4,1,Sales Representative,4,2791,0,No,3,1,80,3,4,3,2,2,0,1,Client Acquisition,Negotiation,2,1
28,Travel_Rarely,Research & Development,1,Life Sciences,1136,1,Male,2,1,Research Scientist,2,3201,0,No,3,1,80,6,2,1,5,3,1,3,Data Analysis,Python,4,3
35,Travel_Frequently,Sales,2,Marketing,1137,4,Male,3,2,Sales Executive,4,4968,1,No,3,4,80,5,3,3,5,2,1,2,Sales Strategy,CRM Tools,4,3
49,Travel_Rarely,Sales,4,Technical Degree,1138,4,Male,2,4,Sales Executive,2,13120,6,No,3,2,80,22,3,3,9,8,2,2,Sales Strategy,CRM Tools,7,6
34,Travel_Frequently,Research & Development,2,Life Sciences,1140,4,Male,3,2,Manufacturing Director,3,4033,2,No,3,4,80,5,3,2,3,2,1,1,Operations Management,Process Optimization,4,3
29,Travel_Frequently,Research & Development,3,Life Sciences,1143,4,Female,3,1,Research Scientist,2,3291,0,No,3,4,80,8,2,2,7,5,1,4,Data Analysis,Python,5,4
42,Travel_Rarely,Research & Development,3,Medical,1148,2,Male,1,2,Laboratory Technician,4,4272,4,No,3,1,80,16,3,3,1,0,1,3,Laboratory Operations,Quality Control,5,4
29,Travel_Rarely,Research & Development,1,Medical,1150,2,Male,2,2,Manufacturing Director,4,5056,1,Yes,3,3,80,10,2,2,10,7,1,2,Operations Management,Process Optimization,6,5
38,Travel_Rarely,Human Resources,3,Human Resources,1152,3,Male,4,1,Human Resources,3,2844,1,No,3,4,80,7,2,4,7,6,1,3,Talent Management,Employee Engagement,5,4
28,Travel_Frequently,Research & Development,3,Life Sciences,1154,3,Male,2,1,Research Scientist,3,2703,1,Yes,3,4,80,3,2,3,3,1,0,1,Data Analysis,Python,2,1
18,Non-Travel,Research & Development,1,Medical,1156,3,Male,3,1,Laboratory Technician,3,1904,1,No,3,4,80,0,0,3,0,0,0,1,Laboratory Operations,Quality Control,2,1
33,Travel_Rarely,Sales,4,Marketing,1157,1,Female,3,2,Sales Executive,1,8224,0,Yes,3,1,80,6,3,3,5,2,1,1,Sales Strategy,CRM Tools,4,3
41,Travel_Rarely,Research & Development,4,Life Sciences,1158,2,Male,3,1,Laboratory Technician,4,4766,3,Yes,3,1,80,6,4,3,1,0,1,1,Laboratory Operations,Quality Control,4,3
31,Travel_Frequently,Research & Development,3,Medical,1160,3,Male,3,1,Laboratory Technician,3,2610,1,No,3,3,80,2,5,2,2,2,0,1,Laboratory Operations,Quality Control,2,1
37,Travel_Rarely,Research & Development,2,Medical,1161,3,Female,2,2,Healthcare Representative,4,5731,7,No,3,3,80,9,2,3,6,2,1,3,Medical Sales,Product Knowledge,4,3
27,Travel_Rarely,Research & Development,3,Life Sciences,1162,4,Male,2,1,Research Scientist,3,2539,1,No,3,3,80,4,0,3,4,2,1,3,Data Analysis,Python,3,2
34,Travel_Rarely,Sales,1,Life Sciences,1163,2,Female,3,2,Sales Executive,3,5714,1,No,4,1,80,6,3,2,6,5,1,4,Sales Strategy,CRM Tools,6,5
35,Travel_Rarely,Human Resources,4,Technical Degree,1164,3,Male,3,1,Human Resources,3,4323,1,No,3,2,80,6,2,1,5,4,1,2,Talent Management,Employee Engagement,4,3
29,Travel_Rarely,Sales,1,Life Sciences,1165,4,Female,2,3,Sales Executive,1,7336,1,No,3,1,80,11,3,1,11,8,2,3,Sales Strategy,CRM Tools,7,6
40,Travel_Frequently,Research & Development,4,Medical,1166,2,Female,3,3,Research Director,3,13499,9,No,3,3,80,20,3,2,18,7,2,3,Research Leadership,Strategic Planning,7,6
42,Travel_Frequently,Sales,3,Life Sciences,1167,3,Male,3,4,Sales Executive,1,13758,0,Yes,3,2,80,22,2,2,21,9,2,1,Sales Strategy,CRM Tools,7,6
42,Travel_Rarely,Sales,4,Marketing,1171,2,Male,3,2,Sales Executive,1,5155,7,No,3,4,80,9,3,4,6,4,1,3,Sales Strategy,CRM Tools,4,3
35,Travel_Rarely,Research & Development,4,Medical,1172,4,Male,2,1,Laboratory Technician,3,2258,6,No,3,2,80,10,2,3,8,0,2,2,Laboratory Operations,Quality Control,6,5
24,Travel_Rarely,Research & Development,3,Medical,1173,4,Male,3,1,Laboratory Technician,2,3597,8,No,4,4,80,6,2,3,4,3,1,3,Laboratory Operations,Quality Control,5,4
28,Travel_Rarely,Research & Development,1,Life Sciences,1175,3,Female,3,1,Laboratory Technician,4,2515,1,Yes,3,4,80,1,4,2,1,1,0,1,Laboratory Operations,Quality Control,2,1
26,Travel_Rarely,Research & Development,4,Medical,1177,1,Male,4,1,Laboratory Technician,4,4420,1,No,4,2,80,8,2,3,8,7,1,4,Laboratory Operations,Quality Control,6,5
30,Travel_Rarely,Sales,3,Marketing,1179,3,Male,2,2,Sales Executive,3,6578,1,No,3,1,80,10,3,3,10,3,1,3,Sales Strategy,CRM Tools,5,4
40,Travel_Frequently,Research & Development,2,Medical,1180,3,Female,2,2,Research Scientist,4,4422,3,Yes,3,4,80,16,3,1,1,1,1,3,Data Analysis,Python,5,4
35,Travel_Rarely,Research & Development,3,Life Sciences,1182,3,Male,2,3,Manufacturing Director,2,10274,2,No,3,2,80,15,2,4,7,7,2,2,Operations Management,Process Optimization,7,6
34,Travel_Frequently,Research & Development,3,Medical,1184,4,Male,2,2,Healthcare Representative,1,5343,0,No,4,3,80,14,3,3,13,9,1,4,Medical Sales,Product Knowledge,7,6
35,Travel_Frequently,Research & Development,4,Other,1185,4,Male,2,1,Laboratory Technician,4,2376,1,No,3,2,80,2,2,4,2,2,0,1,Laboratory Operations,Quality Control,2,1
43,Travel_Rarely,Sales,3,Marketing,1188,1,Female,1,2,Sales Executive,3,5346,8,No,3,2,80,7,2,2,4,3,1,2,Sales Strategy,CRM Tools,4,3
32,Non-Travel,Sales,1,Life Sciences,1190,3,Female,3,1,Sales Representative,1,2827,1,No,3,3,80,1,3,3,1,0,0,1,Client Acquisition,Negotiation,2,1
56,Travel_Rarely,Research & Development,4,Technical Degree,1191,4,Female,3,5,Manager,1,19943,4,No,3,4,80,28,2,3,5,2,2,1,People Management,Project Planning,6,5
29,Travel_Rarely,Research & Development,1,Medical,1192,2,Female,3,1,Laboratory Technician,4,3131,1,No,3,1,80,10,5,3,10,8,2,3,Laboratory Operations,Quality Control,7,6
19,Travel_Rarely,Research & Development,2,Life Sciences,1193,3,Male,3,1,Research Scientist,1,2552,1,No,4,3,80,1,4,3,1,1,0,3,Data Analysis,Python,3,2
45,Travel_Rarely,Research & Development,3,Medical,1195,1,Female,3,1,Research Scientist,3,4477,4,Yes,3,3,80,7,2,2,3,2,1,2,Data Analysis,Python,4,3
37,Travel_Rarely,Research & Development,3,Life Sciences,1196,4,Female,2,2,Manufacturing Director,4,6474,1,No,3,2,80,14,2,2,14,8,1,3,Operations Management,Process Optimization,6,5
20,Travel_Rarely,Research & Development,3,Life Sciences,1198,1,Male,2,1,Laboratory Technician,3,3033,1,No,3,1,80,2,2,2,2,2,0,1,Laboratory Operations,Quality Control,2,1
44,Travel_Rarely,Research & Development,4,Life Sciences,1200,3,Male,3,1,Research Scientist,3,2936,1,Yes,3,3,80,6,4,3,6,4,1,2,Data Analysis,Python,4,3
53,Travel_Rarely,Research & Development,2,Medical,1201,4,Female,3,5,Manager,3,18606,3,No,3,2,80,26,6,3,7,7,2,1,People Management,Project Planning,7,6
29,Travel_Rarely,Research & Development,1,Life Sciences,1202,2,Female,1,1,Research Scientist,4,2168,0,Yes,3,1,80,6,2,2,5,4,1,2,Data Analysis,Python,4,3
22,Travel_Frequently,Research & Development,4,Life Sciences,1203,3,Male,2,1,Research Scientist,4,2853,0,Yes,3,2,80,1,5,3,0,0,0,1,Data Analysis,Python,2,1
46,Travel_Rarely,Sales,3,Marketing,1204,3,Female,3,4,Manager,1,17048,8,No,4,1,80,28,2,3,26,15,2,2,People Management,Project Planning,8,7
44,Non-Travel,Research & Development,3,Life Sciences,1206,4,Male,1,1,Research Scientist,3,2290,2,No,3,4,80,6,3,3,0,0,1,3,Data Analysis,Python,4,3
33,Travel_Rarely,Human Resources,3,Human Resources,1207,2,Male,3,1,Human Resources,3,3600,1,No,3,4,80,5,2,3,5,4,1,2,Talent Management,Employee Engagement,4,3
41,Non-Travel,Research & Development,2,Life Sciences,1210,1,Male,2,1,Research Scientist,1,2107,6,No,3,1,80,5,2,1,1,0,1,3,Data Analysis,Python,4,3
30,Travel_Rarely,Sales,4,Life Sciences,1211,3,Male,3,2,Sales Executive,1,4115,8,No,3,3,80,8,3,3,4,3,1,2,Sales Strategy,CRM Tools,4,3
40,Travel_Frequently,Sales,4,Medical,1212,2,Male,3,2,Sales Executive,2,4327,5,No,3,4,80,5,2,3,0,0,1,2,Sales Strategy,CRM Tools,4,3
50,Travel_Frequently,Research & Development,3,Medical,1215,4,Female,3,4,Manager,1,17856,2,No,4,3,80,32,3,3,2,2,2,1,People Management,Project Planning,7,6
28,Travel_Rarely,Research & Development,4,Medical,1216,4,Male,2,1,Laboratory Technician,1,3196,1,No,3,3,80,6,2,3,6,5,1,3,Laboratory Operations,Quality Control,5,4
46,Travel_Rarely,Research & Development,2,Life Sciences,1217,4,Male,3,5,Research Director,2,19081,5,No,3,1,80,25,2,3,4,2,2,1,Research Leadership,Strategic Planning,6,5
35,Travel_Rarely,Sales,4,Life Sciences,1218,3,Male,3,2,Sales Executive,1,8966,3,Yes,3,4,80,15,2,3,7,7,1,3,Sales Strategy,CRM Tools,6,5
24,Travel_Rarely,Research & Development,2,Life Sciences,1219,4,Female,3,1,Laboratory Technician,2,2210,1,No,3,1,80,1,3,1,1,0,0,1,Laboratory Operations,Quality Control,2,1
33,Travel_Frequently,Sales,3,Medical,1220,2,Female,3,2,Sales Executive,3,4539,1,No,3,1,80,10,3,2,10,7,1,4,Sales Strategy,CRM Tools,6,5
36,Travel_Rarely,Research & Development,4,Life Sciences,1221,3,Male,1,1,Laboratory Technician,3,2741,1,No,3,3,80,7,4,3,7,7,1,3,Laboratory Operations,Quality Control,5,4
30,Travel_Rarely,Research & Development,4,Life Sciences,1224,3,Male,3,2,Laboratory Technician,3,3491,1,No,3,1,80,10,4,2,10,7,1,4,Laboratory Operations,Quality Control,6,5
44,Travel_Rarely,Research & Development,4,Other,1225,4,Male,3,2,Research Scientist,4,4541,1,No,4,2,80,20,3,3,20,11,1,4,Data Analysis,Python,7,6
20,Travel_Rarely,Sales,3,Marketing,1226,3,Male,4,1,Sales Representative,4,2678,1,No,3,4,80,2,2,3,2,1,0,1,Client Acquisition,Negotiation,2,1
46,Travel_Rarely,Research & Development,4,Technical Degree,1228,4,Male,3,2,Manufacturing Director,4,7379,2,No,3,3,80,12,3,2,6,3,1,2,Operations Management,Process Optimization,5,4
42,Non-Travel,Human Resources,5,Medical,1231,4,Male,4,2,Human Resources,1,6272,7,No,3,1,80,10,3,4,4,3,1,3,Talent Management,Employee Engagement,5,4
60,Travel_Rarely,Sales,4,Marketing,1233,2,Male,4,2,Sales Executive,4,5220,0,Yes,3,2,80,12,3,3,11,7,1,3,Sales Strategy,CRM Tools,6,5
32,Travel_Frequently,Research & Development,3,Other,1234,3,Female,2,1,Laboratory Technician,2,2743,1,No,4,3,80,2,2,3,2,2,0,2,Laboratory Operations,Quality Control,3,2
32,Travel_Frequently,Research & Development,2,Life Sciences,1235,4,Female,3,2,Research Scientist,3,4998,4,Yes,3,4,80,10,2,3,8,7,1,4,Data Analysis,Python,6,5
36,Travel_Rarely,Research & Development,3,Technical Degree,1237,3,Female,1,3,Manufacturing Director,1,10252,2,Yes,4,3,80,17,2,3,7,7,2,2,Operations Management,Process Optimization,8,7
33,Travel_Rarely,Research & Development,3,Medical,1238,1,Male,3,1,Research Scientist,4,2781,0,No,3,2,80,15,5,3,14,10,2,4,Data Analysis,Python,7,6
40,Travel_Rarely,Sales,3,Technical Degree,1239,2,Female,2,2,Sales Executive,2,6852,7,No,3,2,80,7,2,4,5,1,1,2,Sales Strategy,CRM Tools,4,3
25,Travel_Rarely,Sales,4,Life Sciences,1240,3,Male,3,2,Sales Executive,4,4950,0,No,3,2,80,5,4,3,4,3,1,2,Sales Strategy,CRM Tools,4,3
30,Travel_Rarely,Research & Development,3,Medical,1241,4,Male,3,1,Research Scientist,2,3579,0,Yes,4,1,80,12,2,3,11,9,2,4,Data Analysis,Python,8,7
42,Travel_Frequently,Research & Development,5,Medical,1242,1,Female,3,3,Research Director,1,13191,3,Yes,3,3,80,20,6,3,1,0,2,1,Research Leadership,Strategic Planning,6,5
35,Non-Travel,Sales,2,Marketing,1243,3,Female,2,3,Sales Executive,4,10377,4,Yes,3,2,80,16,6,2,13,2,2,1,Sales Strategy,CRM Tools,6,5
27,Travel_Rarely,Research & Development,3,Life Sciences,1244,1,Male,3,1,Research Scientist,1,2235,1,Yes,3,4,80,9,3,2,9,7,1,4,Data Analysis,Python,5,4
54,Travel_Frequently,Research & Development,4,Life Sciences,1245,4,Female,3,3,Manufacturing Director,3,10502,7,No,3,1,80,33,2,1,5,4,2,1,Operations Management,Process Optimization,6,5
44,Travel_Rarely,Research & Development,1,Life Sciences,1246,1,Female,4,1,Research Scientist,4,2011,1,No,3,4,80,10,5,3,10,5,2,4,Data Analysis,Python,7,6
19,Non-Travel,Research & Development,3,Medical,1248,1,Female,2,1,Research Scientist,2,1859,1,Yes,4,2,80,1,2,4,1,1,0,2,Data Analysis,Python,3,2
29,Travel_Rarely,Research & Development,3,Life Sciences,1249,1,Female,3,1,Research Scientist,4,3760,1,No,3,1,80,3,5,3,3,2,0,2,Data Analysis,Python,2,1
54,Travel_Rarely,Research & Development,3,Life Sciences,1250,4,Male,3,4,Research Director,4,17779,3,No,3,1,80,36,2,3,10,9,2,2,Research Leadership,Strategic Planning,7,6
31,Travel_Rarely,Research & Development,2,Medical,1251,3,Male,3,2,Healthcare Representative,1,6833,1,Yes,3,4,80,6,2,2,6,5,1,2,Medical Sales,Product Knowledge,5,4
31,Travel_Rarely,Research & Development,3,Medical,1252,3,Female,2,2,Healthcare Representative,1,6812,1,No,3,2,80,10,2,3,10,9,1,4,Medical Sales,Product Knowledge,6,5
59,Travel_Rarely,Sales,3,Life Sciences,1254,3,Female,2,2,Sales Executive,4,5171,5,No,3,4,80,13,2,3,6,1,1,3,Sales Strategy,CRM Tools,5,4
43,Travel_Rarely,Research & Development,3,Life Sciences,1255,3,Male,1,5,Research Director,4,19740,3,No,3,2,80,25,2,3,8,7,2,2,Research Leadership,Strategic Planning,7,6
49,Travel_Rarely,Research & Development,2,Medical,1256,1,Male,2,5,Manager,3,18711,2,No,3,3,80,23,2,4,1,0,2,1,People Management,Project Planning,6,5
36,Travel_Frequently,Research & Development,3,Technical Degree,1257,3,Male,3,1,Research Scientist,2,3692,1,No,3,3,80,12,2,2,11,10,2,4,Data Analysis,Python,7,6
48,Travel_Rarely,Research & Development,2,Technical Degree,1258,4,Male,4,1,Laboratory Technician,2,2559,5,No,3,3,80,7,4,2,1,0,1,2,Laboratory Operations,Quality Control,4,3
